filename, aeroplane, bicycle, bird, boat, bottle, bus, car, cat, chair, cow, diningtable, dog, horse, motorbike, person, pottedplant, sheep, sofa, train, tvmonitor
2008_005023_jpg.rf.0e8ba2b41375aacc99db9d283487d6c4.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_005473_jpg.rf.b0db3c1a6d447b12e998796ec4db2e28.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012_002633_jpg.rf.a485fd8c05375acad59efc5244b93a2b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003202_jpg.rf.ce1d789c3131b8aaf1f88848e1aa2a82.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2009_004272_jpg.rf.d3c7875aeaa97d8707013beff8987347.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_004173_jpg.rf.f86be4b05ce152f5b1cb6096cd9222a1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009_004813_jpg.rf.6f3ade9a67f5b022562329c2f3bf9105.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012_003676_jpg.rf.c02e8a0c6c7fe17f3dfc3ac1f9c56a49.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012_003287_jpg.rf.b1b9219ac6fa6a04662f709918badda4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_000009_jpg.rf.bb89943983046f1571dbf5f76c0b791c.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2010_006034_jpg.rf.ee27b06a8716f014b604ae7fdc7cba5f.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_006044_jpg.rf.9cbe18e3b394d4d25986f47f032bb6c3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_004036_jpg.rf.c52bb68be7a8a466b85f48ecf76cf498.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_002725_jpg.rf.de9319be2a130aaccbe753b3ed150445.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_003445_jpg.rf.6831682208c7d512d1dced303224f451.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_002963_jpg.rf.07d5b6b16ddfcfd861a9848318c23bb5.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_005035_jpg.rf.ba43ab4d2ad232d4cd530f3d073be3c2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2008_003844_jpg.rf.9c345548a66a9b6f44d21037998bae1b.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2008_001688_jpg.rf.8d0af586f9824199a920204979e6fb18.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2012_001542_jpg.rf.5e2b5f88350cd89a80452f0e8be483dd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_003687_jpg.rf.f4740f1553786cecaccd551e12fae63c.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_004391_jpg.rf.386fe15029636f86cf460d58936d3b6c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_004648_jpg.rf.4bc2eab087fda0866804d25d76bc1ba4.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_005064_jpg.rf.1632d51ec4aeaa928a7f8646a057ca82.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011_005612_jpg.rf.6309a0f17c5813cbfb968bff696d9905.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_004684_jpg.rf.6ba5095b34002cf12928b443f8e1418f.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_004446_jpg.rf.67716a89a25eb4ed16a5e380bd286988.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_005302_jpg.rf.ab78d81590542d523448999e85a5f23f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_000898_jpg.rf.fa70718952d3e490296c4ddcab598ae4.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012_003147_jpg.rf.555e1b244747d974ac46598a5805212e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_005408_jpg.rf.fbf0a8d7a2786e11b1e52e101ad74507.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_001299_jpg.rf.6a10ca16df15bad35a1d25b3cc13544b.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2010_005696_jpg.rf.357e016a81542ae2955613c0e17ee17b.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011_003152_jpg.rf.db3d2cac9ef02117465117e1a504468b.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010_002696_jpg.rf.8e1649f126a8066687468b770a753338.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009_002785_jpg.rf.91dfed5bb35bf5fe7fb5b252923c6ac7.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012_004076_jpg.rf.f2d55f128518e29874cbca8ab63bac35.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_007804_jpg.rf.4af8967c4cd04ae98de7e45253e56ba2.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_005902_jpg.rf.db022bb13fce3facf5b0bf76c03ad226.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000060_jpg.rf.57d5a5f83f01947c7fb3b164187a6ef6.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010_004537_jpg.rf.1dd51b98a67094bcc010c538c71d1417.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_002528_jpg.rf.f1b7bc6a1355b79779b4455ad1ce8df7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010_006905_jpg.rf.e0d22ff7ec9856fd5e0c731656068a07.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012_000704_jpg.rf.040b9e854ccb2277cf5cf53d7e218913.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_006868_jpg.rf.9f2119961155ce622dac5c47a253e919.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2008_006793_jpg.rf.be08ca57ebf8a5f29637998fb5567cbf.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_003685_jpg.rf.3fea28e2a0a4a422cc53635f88860921.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010_005238_jpg.rf.2b5aadaeef8813869a053677415969d9.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012_001294_jpg.rf.4d3968422da787272c19017edd62e7ff.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_004156_jpg.rf.86e37f5d428b3db6d272d8443bf6d181.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_000583_jpg.rf.9e8a1a5e5b67d89fcbf3179501fc0bad.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010_002921_jpg.rf.a419089ce68fdeeb39555ed8e3ca37e4.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2009_003453_jpg.rf.c3b22e6170350be9f22dbbfbe8a90fc4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2008_006890_jpg.rf.46e348e8b2f83b0e4e2d066528a0ec50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_005395_jpg.rf.1f1bedb226dc45ff0500401e7c41be4a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_003654_jpg.rf.d0ff8001a51b0576bfd18bc0c12e112b.jpg,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2009_003609_jpg.rf.e9d2337b1b825da6a4b958bf5acfe87d.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_001839_jpg.rf.befa8c4949da43542ca2ce216a288708.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_008705_jpg.rf.f4d1d0032cf0ecb8002f9fba403626cf.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_004088_jpg.rf.ffdd3845e473756678250fc25b0a563d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010_003925_jpg.rf.5f169f7b5759d96cb80c2b080d41b6d6.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011_003412_jpg.rf.cd9854fd8f90475aa1834e90991364b3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_001695_jpg.rf.273221efda7d622d00dd8b685f24a810.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012_000177_jpg.rf.2b8618500aed0cd2db0a8bfd1dc05c86.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_002413_jpg.rf.2e8e3358baaa265ba48befb3272cb55c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2011_007036_jpg.rf.914e132716933a7498e953903501f875.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_001505_jpg.rf.9fc05d648568d8bfcdbebf298a295ef9.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010_000799_jpg.rf.4e3ff2841ee5d3243171f534560170de.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_003675_jpg.rf.f3e4437a90ac3c3a0fcaca299e9a40c3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000566_jpg.rf.59c2d8b95b0932a873be41caffc807bb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_008368_jpg.rf.a06cd287cfedaa6fb4604c65f4226f30.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_006600_jpg.rf.cbd82238c3915d141e8743827d645b11.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2007_007534_jpg.rf.ae8df41bdb1413952d9af28f946f28da.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009_002515_jpg.rf.d43be592564ab14235f47f8cfa7c6b0f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008_005295_jpg.rf.42a5356a1b392513370f8590fc0c6201.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_006949_jpg.rf.c86b00fc8f8f9dd749c32febc3ad7f36.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000400_jpg.rf.cea2b7538ce82f4a7af002b66865b561.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_002021_jpg.rf.3d196e54b3a5cbded5002182aaf67df4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_003326_jpg.rf.84ec591057d2d1ab924e2e4a617e294b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_003246_jpg.rf.c54fd30551dd96d28de88d3b2c715a01.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2008_008748_jpg.rf.5e6180b6bb3d8ff275b6a5dda62b780f.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_007363_jpg.rf.bd96e7178fd9af93f1582ad2712d9fe3.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010_006503_jpg.rf.c2b18114e8f9470a2e51b6ac7dcff1c6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002917_jpg.rf.61b0a8427b6ffc53e3a3ce6dfff7587e.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012_004037_jpg.rf.ad43bb976d4aac069a90867fd30e3e87.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_003370_jpg.rf.344d3febeb6f80cb7b4f3c2c3c6abbda.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_003390_jpg.rf.8aa1871cc30e5d7d1ae9dc64916f7d65.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_005204_jpg.rf.24a089768f34b2bbbd1bc9b4855778c5.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009_004375_jpg.rf.49c3231f6767078052d60d6f52c03f17.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010_003122_jpg.rf.81d161ee9c8c4296c6df32a6c1c93af9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_007604_jpg.rf.b4e617bd8dffc2b98bba980c1e497b8b.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_002648_jpg.rf.3828864c582d89623f51586cc661dd5d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008_005281_jpg.rf.07036a3dc949155d711f4ed5327afa47.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012_002304_jpg.rf.2319967a6c3de0f774a380e4143bf14c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012_000378_jpg.rf.9a055b097498eb9024f4b907cb58fd41.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_000791_jpg.rf.625da394511844bfed319f8202550e29.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
